evtime_ymd,evtime_hms,evlat,evlon,evdep,Mg
20100405,13330536,32.6402,244.1982,0.01,4.7
20100405,13355630,32.6682,244.151,5.5,3.5
20100405,13441567,32.6897,244.1682,9.21,2.2
20100405,13461783,32.6157,244.214,3.49,2.7
20100405,13535565,32.6455,244.2027,3.43,2.7
20100405,13545363,32.609,244.2035,0.73,2.9
20100405,14031600,32.604,244.2822,8.73,2.8
20100405,14044915,32.637,244.2625,2.27,2.6
20100405,14084550,32.5843,244.2223,3.93,2.5
20100405,14101464,32.6633,244.2067,0.28,3.4
20100405,14114620,32.6953,244.219,4.5,4.0
20100405,14132483,32.5672,244.3023,4.49,2.5
20100405,14145471,34.1932,242.47,8.89,2.3
20100405,14151171,32.5403,244.2608,2.74,2.4
20100405,14163569,32.6552,244.209,2.01,3.0
20100405,14270519,32.6312,244.252,2.96,2.7
20100405,14310428,32.6537,244.3297,9.05,2.7
20100405,14313685,32.575,244.2777,5.66,2.3
20100405,14321796,32.68,244.1788,4.62,2.3
20100405,14344406,32.6187,244.2098,3.04,3.0
20100405,14351541,32.8085,244.3968,14.09,2.7
20100405,14404337,32.6432,244.2623,5.32,2.3
20100405,14452746,32.661,244.253,10.05,2.5
20100405,15081718,32.724,244.1245,0.47,3.8
20100405,15152607,32.5862,244.2183,2.4,3.5
20100405,15164881,32.577,244.2902,5.94,2.4
20100405,15181522,32.6862,244.1793,2.77,2.8
20100405,15185008,32.569,244.2588,4.27,2.3
20100405,15231000,32.6513,244.2055,3.43,2.8
20100405,15344073,32.6007,244.2675,12.8,3.7
20100405,15473283,32.621,244.2015,1.51,2.8
20100405,15473448,32.578,244.3053,7.31,3.6
20100405,15524090,32.5627,244.2447,3.07,2.7
20100405,15574588,32.587,244.2512,2.13,2.8
20100405,16013929,32.579,244.2753,2.67,3.1
20100405,16021800,32.6728,244.2528,9.9,2.3
20100405,16060296,32.6003,244.2162,3.43,3.7
20100405,16070704,32.6872,244.1237,0.6,2.7
20100405,16125549,33.0412,244.0788,2.11,2.9
20100405,16131540,32.5345,244.2622,5.57,2.6
20100405,16144321,32.6142,244.2552,1.73,3.1
20100405,16221454,32.6533,244.1703,10.22,2.9
20100405,16243360,32.5932,244.2173,2.05,2.6
20100405,16250719,32.5642,244.2847,3.42,2.8
20100405,16292908,32.5478,244.2885,4.21,3.5
20100405,16312954,32.5608,244.2965,9.65,2.4
20100405,16375264,32.6347,244.2145,0.76,2.8
20100405,16420679,32.5945,244.217,3.96,2.4
20100405,16483216,32.6523,244.172,11.36,3.4
20100405,16492960,32.6387,244.2068,4.72,2.6
20100405,16534757,32.6023,244.2215,1.7,3.0
20100405,16560928,32.6655,244.2042,0.05,3.0
20100405,16585941,32.62,244.2042,0.0,2.2
20100405,16590216,32.6342,244.2207,0.04,3.1
20100405,17012432,32.6343,244.1823,4.92,2.2
20100405,17030940,32.6065,244.2153,2.78,3.4
20100405,17153500,32.6492,244.2142,4.7,2.5
20100405,17225882,32.7797,244.0085,5.15,2.4
20100405,17231868,32.6822,244.249,8.65,2.8
20100405,17265176,33.0452,243.5867,13.97,3.6
20100405,17282876,33.0437,243.5905,14.07,3.2
20100405,17333144,32.7218,244.0877,5.6,2.3
20100405,17370632,32.6322,244.1897,14.68,2.3
20100405,17424424,32.623,244.2393,2.23,3.4
20100405,17500624,32.6923,244.1845,5.32,2.3
20100405,17512056,32.677,244.0942,8.94,2.8
20100405,17573442,32.6723,244.19,1.08,2.5
20100405,18035588,32.5518,244.2555,0.19,2.6
20100405,18035930,32.5573,244.2133,3.27,3.3
20100405,18073004,34.2678,242.9692,2.2,2.4
20100405,18151844,32.6275,244.2125,0.03,3.4
20100405,18162132,32.6353,244.2278,4.78,2.5
20100405,18165888,32.7007,244.243,5.56,2.7
20100405,18213622,32.6297,244.2202,4.83,2.5
20100405,18232928,32.5908,244.267,4.07,2.5
20100405,18252466,32.651,244.1663,9.9,2.3
20100405,18260244,32.5993,244.259,1.69,2.8
20100405,18261348,32.6513,244.1628,9.21,3.0
20100405,18311052,32.7218,244.1323,1.69,2.6
20100405,18340960,32.6592,244.2053,5.82,2.2
20100405,18392242,32.7223,244.1252,0.03,2.7
20100405,18425334,32.6595,244.1875,2.68,2.8
20100405,18442938,32.633,244.2593,8.17,2.3
20100405,18471160,32.66,244.1878,1.33,3.6
20100405,18513344,32.6698,244.176,7.03,2.8
20100405,18545460,32.7017,244.205,3.46,2.3
20100405,19013380,32.6707,244.184,4.71,2.8
20100405,19063004,32.6305,244.2473,2.48,3.1
20100405,19100860,32.6773,244.1845,0.99,3.1
20100405,19112552,32.637,244.2378,3.61,2.3
20100405,19171068,32.6857,244.1745,4.24,2.5
20100405,19254592,32.6452,244.1978,6.03,2.4
20100405,19280610,32.6327,244.2437,2.46,2.6
20100405,19423644,32.6583,244.1773,2.36,3.3
20100405,19455654,32.626,244.206,4.19,2.2
20100405,19472960,32.6148,244.1893,0.13,2.7
20100405,19512250,32.6602,244.1618,5.94,2.9
20100405,19521548,32.678,244.1475,4.92,2.3
20100405,20005928,32.704,244.1198,0.82,2.3
20100405,20133900,32.6707,244.1858,0.0,2.2
20100405,20180764,32.6633,244.1733,9.54,2.9
20100405,20182204,32.691,244.1615,2.1,2.6
20100405,20204504,32.6133,244.2187,4.84,2.4
20100405,20264982,32.7002,244.1442,2.12,2.2
20100405,20294872,32.651,244.1953,4.53,2.2
20100405,20345104,32.554,244.2552,0.93,2.3
20100405,20405816,32.6722,244.1805,0.04,2.9
20100405,20450532,32.6825,244.1473,3.38,2.5
20100405,20464216,32.6675,244.1463,4.49,2.5
20100405,20470758,32.6978,244.0505,6.82,2.8
20100405,20482500,32.6737,244.0008,5.89,2.3
20100405,20525702,32.6057,244.2037,4.98,2.5
20100405,21014228,32.653,244.2208,3.76,2.9
20100405,21043644,32.6782,244.1412,2.05,3.7
20100405,21053888,32.6803,244.1422,0.0,2.5
20100405,21063350,32.6697,244.189,4.62,2.4
20100405,21065022,32.6813,244.137,0.54,3.3
20100405,21075042,32.6843,244.1412,1.48,3.5
20100405,21122562,32.6568,244.211,3.83,2.7
20100405,21181168,32.6875,244.1388,0.87,3.1
20100405,21252884,32.6838,244.074,7.9,2.9
20100405,21293646,32.6418,244.2098,4.91,2.5
20100405,21294728,32.636,244.1973,2.92,2.7
20100405,21313576,32.682,244.1397,1.09,3.1
20100405,21410242,32.7238,244.1072,0.71,3.0
20100405,21434392,32.634,244.254,2.95,3.4
20100405,21451188,32.7245,244.1158,2.13,2.5
20100405,21510588,32.7222,244.1088,0.94,3.0
20100405,21590824,32.6947,244.1728,5.22,2.5
20100405,22045884,32.5727,244.2595,5.12,2.2
20100405,22071708,32.7012,244.0712,9.17,2.2
20100405,22073632,32.6207,244.2375,12.95,2.6
20100405,22161168,32.6718,244.2055,5.33,2.4
20100405,22385812,32.6198,244.2305,3.96,2.2
20100405,22413104,32.6097,244.2283,3.41,3.1
20100405,22431736,32.5443,244.1813,5.7,2.6
20100405,22593508,32.796,244.5488,6.52,2.5
20100405,23023054,32.6477,244.2368,10.0,3.6
20100405,23093990,32.6433,244.2315,4.59,3.4
20100405,23211360,32.674,244.1972,4.74,2.4
20100405,23272720,32.6302,244.2023,5.61,2.3
20100405,23280496,32.5482,244.2942,3.69,2.3
20100405,23322712,32.6143,244.218,2.44,3.2
20100405,23380658,32.6263,244.2542,7.95,2.2
20100405,23413788,32.5885,244.2288,5.14,2.3
20100405,23423066,32.5892,244.2328,2.55,3.1
20100405,23430852,32.6223,244.2182,3.16,2.7
20100405,23432580,32.5263,244.2427,5.64,2.7
20100406,00015921,32.6082,244.279,10.02,2.3
20100406,00165546,32.6047,244.2223,4.52,3.4
20100406,00182032,32.5765,244.2178,12.39,2.3
20100406,00190507,32.5935,244.274,4.01,3.0
20100406,00242019,32.6207,244.2272,6.32,2.3
20100406,00363979,34.2688,242.9722,2.05,2.4
20100406,00413787,32.5915,244.244,4.38,3.3
20100406,00511992,32.6152,244.2033,2.3,3.7
20100406,00535353,32.5755,244.2158,1.51,3.8
20100406,00595793,32.663,244.1608,7.33,2.6
20100406,01040068,32.5702,244.2707,4.26,3.0
20100406,01043554,32.6405,244.193,0.4,4.0
20100406,01214512,33.0985,244.0513,3.51,2.4
20100406,01284677,32.66,244.2553,6.11,3.0
20100406,01465528,32.5923,244.282,3.35,2.6
20100406,01501254,32.6747,244.1692,6.15,2.2
20100406,01523732,32.632,244.2088,4.0,2.3
20100406,02192214,32.605,244.2458,0.0,2.5
20100406,02260787,32.5882,244.2373,4.68,2.3
20100406,02270544,32.6503,244.201,3.07,2.6
20100406,02290826,32.6753,244.186,6.72,3.5
20100406,02380412,32.8112,243.9457,1.02,2.6
20100406,02390965,32.6588,244.164,10.0,3.0
20100406,02444422,32.6198,244.208,2.7,2.5
20100406,02544017,32.6283,244.215,2.71,2.6
20100406,02583088,32.6072,244.2227,3.29,2.3
20100406,03133444,32.6372,244.2615,7.37,2.8
20100406,03134650,32.617,244.149,3.73,3.0
20100406,03202550,32.6178,244.2273,3.84,2.4
20100406,03221981,32.6305,244.297,6.89,2.3
20100406,03312304,32.6867,244.1435,1.14,2.8
20100406,03341447,32.6172,244.2155,3.68,2.6
20100406,03365585,32.7032,244.0397,6.38,2.3
20100406,03455105,32.6443,244.2398,0.02,2.3
20100406,03521859,32.6672,244.199,4.94,3.0
20100406,03525129,32.6592,244.1768,0.04,2.7
20100406,03544304,32.6998,244.1998,5.3,2.2
20100406,03584921,32.5562,244.3037,3.7,2.9
20100406,04033230,32.6078,244.2523,6.03,2.2
20100406,04122126,32.5937,244.2262,4.01,4.6
20100406,04170965,32.6468,244.225,0.15,2.8
20100406,04200713,32.5917,244.219,3.89,3.2
20100406,04240322,32.6135,244.2567,1.18,2.2
20100406,04281316,32.5855,244.2322,4.53,2.3
20100406,04283679,32.5875,244.2247,3.54,2.4
20100406,04313534,32.6362,244.2367,1.08,2.3
20100406,04471866,32.6268,244.2073,0.06,2.4
20100406,04493395,32.5638,244.2998,9.74,2.7
20100406,04513272,32.7073,244.1348,3.8,2.7
20100406,04530237,32.6025,244.2185,4.57,2.8
20100406,04561009,32.6297,244.2442,0.4,2.6
20100406,04562033,32.6497,244.2025,4.36,2.4
20100406,05032292,32.5983,244.2132,3.55,2.5
20100406,05034545,32.6383,244.218,4.59,2.4
20100406,05051787,32.6033,244.2333,2.59,2.5
20100406,05070061,32.7593,244.1785,3.38,2.2
20100406,05075159,32.63,244.2128,3.01,2.5
20100406,05094810,32.6718,244.1902,2.08,2.3
20100406,05133573,32.5967,244.2212,2.66,3.0
20100406,05195197,32.6503,244.2025,4.74,3.1
20100406,05195957,32.579,244.2333,10.4,2.8
20100406,05255087,32.6632,244.1887,5.09,2.8
20100406,05280698,32.651,244.2553,5.81,2.5
20100406,05310088,32.6508,244.1965,4.69,2.5
20100406,05342603,32.683,244.1835,4.96,2.2
20100406,05374427,32.5943,244.2563,3.97,2.5
20100406,05405489,32.6322,244.2178,0.0,2.7
20100406,05414469,32.6332,244.2448,0.0,2.2
20100406,05414956,32.631,244.192,5.54,2.8
20100406,05470898,32.5935,244.2597,2.76,2.6
20100406,05553963,32.5923,244.2133,3.86,2.4
20100406,05565188,32.5708,244.2327,0.05,2.4
20100406,05590969,32.5988,244.2045,2.36,2.5
20100406,06035445,32.6425,244.1757,5.78,3.0
20100406,06072811,32.6867,244.0478,4.17,2.4
20100406,06101501,32.5957,244.2213,1.16,2.5
20100406,06121818,32.6465,244.2075,6.53,2.8
20100406,06194856,32.6702,244.2218,1.12,3.2
20100406,06275837,32.69,244.1338,1.93,3.2
20100406,06315237,32.6143,244.2283,0.03,2.3
20100406,06380178,32.5677,244.2333,3.94,2.9
20100406,06440142,32.6622,244.089,3.72,2.4
20100406,06445280,32.6342,244.1635,6.4,3.0
20100406,06452998,33.4593,243.5873,2.58,2.4
20100406,06462050,32.6517,244.229,0.96,2.9
20100406,06515698,32.6887,244.1555,0.02,2.2
20100406,06584292,32.5813,244.2202,0.48,2.5
20100406,07192837,32.6023,244.257,1.89,3.3
20100406,07211737,32.694,244.1255,0.25,2.7
20100406,07230186,32.6808,244.135,6.25,3.7
20100406,07250572,32.6947,244.1233,0.89,3.1
20100406,07274196,32.6853,244.1295,3.97,2.8
20100406,07280503,32.6037,244.2132,0.24,2.8
20100406,07290949,32.5638,244.2333,0.03,2.6
20100406,07312762,32.5933,244.1925,0.05,2.7
20100406,07324882,32.5397,244.2717,3.17,2.5
20100406,07402449,32.5822,244.2087,0.05,2.2
20100406,07432374,32.6755,244.1418,11.75,2.5
20100406,07472825,32.6602,244.1965,0.03,2.4
20100406,07501786,32.6542,244.2183,0.05,2.3
20100406,07565133,32.6135,244.2733,5.15,3.8
20100406,08115164,32.6122,244.2217,0.15,2.3
20100406,08185149,32.6557,244.2252,0.79,3.1
20100406,08194360,32.5745,244.284,3.05,3.2
20100406,08211843,32.6018,244.2012,2.48,2.9
20100406,08223415,32.6162,244.184,1.26,3.2
20100406,08235723,32.5982,244.3403,10.0,2.4
20100406,08254748,32.7028,244.141,0.31,3.3
20100406,08271187,32.6907,244.1548,1.16,3.8
20100406,08273042,32.6747,244.1545,6.93,3.8
20100406,08301215,32.6625,244.1897,3.69,2.3
20100406,08310139,32.7125,244.1558,0.13,2.3
20100406,08375005,32.6625,244.2175,0.57,2.6
20100406,08393769,32.6523,244.2077,0.78,2.2
20100406,08403327,32.6787,244.1478,6.24,3.3
20100406,08415749,32.683,244.1772,3.05,2.3
20100406,08495644,32.6115,244.2318,0.0,2.5
20100406,08524043,32.7143,244.1223,2.07,3.2
20100406,08525448,32.5958,244.2782,8.46,3.3
20100406,08585130,32.6633,244.1362,6.76,3.0
20100406,09005054,32.6323,244.1377,37.88,2.6
20100406,09014854,32.632,244.1982,0.05,2.7
20100406,09091296,32.5992,244.2053,0.05,2.8
20100406,09211447,32.7943,243.9382,6.71,2.3
20100406,09283616,32.5988,244.2155,0.9,3.2
20100406,09291244,32.6598,244.219,4.84,3.5
20100406,09383989,32.6087,244.1992,0.04,2.3
20100406,09391554,32.5545,244.2912,0.11,2.8
20100406,09494351,32.5797,244.221,3.2,2.4
20100406,10013099,32.553,244.2498,4.21,2.5
20100406,10025916,32.589,244.2223,0.86,2.8
20100406,10033339,32.6353,244.1353,10.0,2.8
20100406,10063694,32.618,244.2075,4.36,4.6
20100406,10115885,32.6693,244.1853,0.18,2.2
20100406,10130272,32.618,244.1942,0.4,2.5
20100406,10231991,32.624,244.218,1.18,2.8
20100406,10275371,32.5515,244.2793,1.61,2.5
20100406,10325966,32.5827,244.2398,0.93,2.2
20100406,10363117,32.5703,244.244,2.37,2.9
20100406,10365107,32.5493,244.2592,0.11,2.9
20100406,10522834,32.6282,244.2412,1.31,2.7
20100406,10585531,32.6608,244.1952,3.94,2.3
20100406,11050222,32.6247,244.2212,2.1,2.5
20100406,11164097,32.6742,244.2038,6.63,2.8
20100406,11332102,32.5948,244.2073,3.89,3.2
20100406,11370384,32.6,244.2227,3.1,2.8
20100406,11412342,32.6868,244.1555,0.1,2.2
20100406,11465440,32.6695,244.1083,3.69,2.3
20100406,11575641,32.5398,244.2757,1.61,2.3
20100406,12052007,32.536,244.2817,0.03,2.4
20100406,12131125,32.575,244.2512,1.19,2.6
20100406,12143056,32.7015,244.1398,2.38,2.7
20100406,12293885,32.6618,244.1913,1.49,2.6
20100406,12322926,32.6035,244.221,0.03,2.5
20100406,12345039,33.2705,243.8628,9.28,3.0
20100406,12432282,32.6268,244.2477,2.23,2.7
20100406,12471103,32.5825,244.2855,4.9,2.4
20100406,12533983,32.6843,244.137,4.17,2.6
20100406,12555967,32.6473,244.1643,4.87,2.3
20100406,13012224,32.6345,244.2553,2.12,3.1
20100406,13103785,32.604,244.2758,6.91,2.4
20100406,13171149,32.5937,244.2183,2.88,2.8
20100406,13193850,32.5583,244.2765,7.09,2.7
20100406,13215437,32.5875,244.2527,1.64,2.7
20100406,13245551,32.6025,244.2185,7.07,3.1
20100406,13275074,32.5697,244.2318,6.92,2.4
20100406,13313793,32.6432,244.2512,3.05,3.0
20100406,13441884,33.1607,244.0698,7.52,2.4
20100406,13463131,32.6107,244.2207,1.09,2.4
20100406,13515050,32.6235,244.247,1.95,3.2
20100406,14272272,32.5888,244.215,3.55,3.3
20100406,14425528,32.6083,244.2425,3.79,2.9
20100406,14461662,32.5927,244.2115,3.26,2.2
20100406,14521569,32.6555,244.218,3.14,2.5
20100406,14554813,32.63,244.1943,0.05,2.7
20100406,14561981,32.7855,244.2918,4.07,2.8
20100406,14583745,32.6193,244.2303,2.06,3.5
20100406,15131918,32.7163,244.1052,0.03,3.9
20100406,15211817,32.7427,244.0553,9.71,2.5
20100406,15253326,32.6497,244.1698,6.73,2.7
20100406,15265983,32.691,244.1267,3.35,2.8
20100406,15331996,32.718,244.1043,2.42,2.2
20100406,15351043,32.6632,244.1217,15.87,2.7
20100406,15445694,32.6007,244.2473,0.03,2.5
20100406,15460630,32.614,244.2588,7.17,2.4
20100406,15500122,32.6145,244.2448,6.67,2.8
20100406,16001743,32.6033,244.2542,4.83,2.3
20100406,16134356,32.6507,244.2118,7.34,2.5
20100406,16165181,32.62,244.2485,0.22,2.5
20100406,16335766,32.6475,244.1373,6.41,3.2
20100406,16530526,32.6225,244.2258,3.25,2.5
20100406,17080708,32.6295,244.1978,1.79,2.7
20100406,17104624,32.6802,244.1445,3.64,2.6
20100406,17155032,32.6675,244.2242,2.37,2.3
20100406,17171150,32.6768,244.1448,3.87,3.3
20100406,17332224,32.6995,244.1242,3.59,3.0
20100406,17442270,32.6623,244.1613,12.5,2.6
20100406,17462340,32.63,244.226,1.45,2.5
20100406,17500432,32.5567,244.288,2.03,2.3
20100406,17510264,32.7187,244.1133,4.98,2.2
20100406,17563624,32.6715,244.131,6.72,3.0
20100406,17573702,32.6638,244.2157,13.29,2.9
20100406,17583168,32.5847,244.2113,0.22,3.3
20100406,18011652,32.5862,244.2685,5.17,2.3
20100406,18015200,32.5735,244.2293,4.02,2.8
20100406,18051324,32.6113,244.2702,4.95,2.6
20100406,18114516,32.5773,244.2222,2.91,2.4
20100406,18151786,32.724,244.1113,0.1,2.2
20100406,18160468,32.6175,244.1938,0.67,2.6
20100406,18165480,32.5803,244.2233,4.38,3.3
20100406,18221882,32.638,244.1983,3.84,2.5
20100406,18251040,32.6,244.2167,5.43,2.5
20100406,18252684,32.5608,244.2875,2.93,2.7
20100406,18334118,32.5827,244.229,2.8,2.8
20100406,18371550,33.1452,244.0345,6.49,3.1
20100406,18481764,32.5835,244.2133,3.0,2.5
20100406,18520524,32.5767,244.2465,12.79,2.4
20100406,18590852,32.591,244.2578,17.73,2.3
20100406,19020048,32.6822,244.1458,6.73,3.6
20100406,19084058,32.6922,244.1828,1.95,2.3
20100406,19334804,32.5107,244.2588,2.48,2.8
20100406,19385476,32.679,244.1323,3.62,2.5
20100406,19431700,32.6555,244.201,6.44,3.3
20100406,19485230,33.2703,243.9405,3.68,2.6
20100406,19574742,32.5953,244.2182,2.04,2.3
20100406,20260302,32.6252,244.2077,10.34,2.4
20100406,20505244,32.5788,244.2298,1.93,2.9
20100406,21102528,32.6887,244.1662,0.95,2.5
20100406,21113110,32.7145,244.127,1.6,2.8
20100406,21143004,32.6622,244.206,3.18,2.5
20100406,21144348,32.6633,244.0747,0.11,2.5
20100406,21230244,32.5983,244.1907,1.41,2.2
20100406,21245840,32.568,244.2448,2.13,2.9
20100406,21325500,32.5887,244.223,3.09,2.5
20100406,21372854,32.7342,244.0512,24.86,2.4
20100406,22031428,32.5783,244.273,8.04,2.4
20100406,22055758,32.6312,244.2417,2.33,2.3
20100406,22090964,32.6028,244.2623,1.39,4.3
20100406,22120730,32.6635,244.2405,4.41,2.5
20100406,22142972,32.6377,244.2033,5.72,2.9
20100406,22172244,32.6462,244.2255,0.37,2.3
20100406,22323618,32.6647,244.102,5.51,2.3
20100406,22421484,32.5805,244.2107,2.49,3.0
20100406,22501074,33.1822,243.9275,39.75,2.4
20100406,22533738,32.6243,244.1802,2.03,2.5
20100406,22563508,32.6383,244.2507,0.55,2.4
20100406,22585936,32.6237,244.2147,1.15,2.6
20100406,23085704,32.6145,244.2562,3.04,2.6
20100406,23092276,32.6658,244.1665,4.68,2.5
20100406,23095188,32.6635,244.2148,3.13,2.3
20100406,23102982,32.6448,244.2358,0.03,2.4
20100406,23154828,32.6012,244.2085,5.57,2.3
20100406,23185664,32.6775,244.1252,4.13,2.7
20100406,23270992,32.7022,244.2505,16.89,2.7
20100406,23314614,32.5765,244.2265,2.65,2.6
20100406,23321876,32.7232,244.1073,3.78,2.5
20100406,23391150,32.6757,244.0678,1.28,2.9
20100406,23392652,32.6338,244.2463,2.78,2.9
20100406,23402600,32.6232,244.2297,0.54,3.1
20100406,23491174,32.6267,244.24,1.37,2.7
20100406,23504532,32.5808,244.2172,6.78,3.0
20100407,00091388,32.6905,244.134,3.17,2.8
20100407,00500039,32.5632,244.2303,1.22,2.5
20100407,00511970,32.6275,244.179,12.56,2.8
20100407,00594508,32.6537,244.2073,1.09,2.3
20100407,01120433,32.641,244.1955,0.39,2.8
20100407,01231607,32.6387,244.168,8.79,2.5
20100407,01244912,32.585,244.2192,2.01,2.7
20100407,01265381,32.6797,244.1302,0.45,2.8
20100407,01381563,32.6587,244.205,1.74,2.8
20100407,01595595,32.578,244.2235,3.13,2.6
20100407,02021285,32.6118,244.2577,0.02,2.2
20100407,02304632,32.5642,244.2342,2.03,3.1
20100407,02471611,32.6005,244.286,9.15,2.9
20100407,02473052,32.5997,244.2228,6.14,2.5
20100407,03012895,32.6008,244.2568,2.38,2.5
20100407,03374657,32.603,244.2577,2.87,3.6
20100407,03472118,32.632,244.2013,7.61,3.0
20100407,03525924,32.5713,244.2277,2.2,2.4
20100407,04104368,32.6275,244.2197,2.77,2.2
20100407,04154704,32.6853,244.1513,0.19,2.3
20100407,04183438,32.7155,244.0963,0.14,3.0
20100407,04351611,32.6632,244.1995,1.34,2.3
20100407,04403002,32.6388,244.1972,4.51,2.2
20100407,04482365,32.605,244.219,7.69,2.3
20100407,05144031,32.615,244.2432,0.0,2.3
20100407,05161187,32.635,244.1747,9.1,2.5
20100407,05211305,32.6772,244.1657,2.56,2.5
20100407,05212592,32.7323,244.093,0.43,4.4
20100407,05214186,32.705,244.1045,5.59,4.4
20100407,05233992,32.7272,244.0935,0.84,3.0
20100407,05253139,32.7068,244.0877,0.03,3.8
20100407,05274129,32.6738,244.1093,5.6,3.5
20100407,05295609,32.719,244.094,2.04,2.6
20100407,05390725,32.703,244.1035,0.13,3.1
20100407,05411624,32.7122,244.0863,0.61,2.3
20100407,05460867,32.567,244.2238,6.0,2.3
20100407,05482369,32.7015,244.0823,0.0,3.5
20100407,05544005,32.7138,244.1073,0.0,2.4
20100407,05552153,32.7075,244.076,0.62,2.3
20100407,05562961,32.6412,244.1415,6.96,2.6
20100407,06014493,32.625,244.2618,6.49,2.7
20100407,06102266,32.6713,244.1323,5.76,3.1
20100407,06133662,32.7197,244.0592,0.09,2.6
20100407,06152686,32.5705,244.2602,0.82,2.4
20100407,06240825,32.7253,244.0873,1.09,2.3
20100407,06245583,32.6928,244.0967,3.04,2.9
20100407,06353661,32.5665,244.234,5.28,2.4
20100407,06422666,32.7007,244.0955,3.88,2.3
20100407,07260082,32.636,244.2313,0.22,2.4
20100407,07335713,32.7223,244.103,0.01,3.3
20100407,07422145,32.6,244.2675,4.67,3.4
20100407,07435775,32.6228,244.2082,0.4,2.7
20100407,07542222,32.5985,244.2243,3.24,3.4
20100407,08013902,32.6497,244.198,4.05,3.0
20100407,08092313,32.6725,244.1435,0.66,2.4
20100407,08180046,32.6945,244.181,1.14,2.2
20100407,08204019,32.6305,244.2072,1.76,2.7
20100407,08210028,32.6437,244.2193,0.04,2.7
20100407,08295332,32.6435,244.2007,5.72,2.4
20100407,08324042,32.7002,244.0932,4.09,2.3
20100407,09111103,32.6463,244.236,3.2,2.2
20100407,09135916,32.5447,244.2457,5.82,2.3
20100407,09160042,32.5985,244.2063,2.61,2.4
20100407,09214096,32.6192,244.2518,1.17,2.4
20100407,09255097,32.712,244.0987,0.82,3.6
20100407,09273548,32.6932,244.1198,10.0,3.8
20100407,09565949,32.5425,244.2675,1.3,2.3
20100407,10040848,32.5955,244.2202,0.79,3.1
20100407,10065423,32.6318,244.2418,5.94,2.4
20100407,10122278,32.7107,244.078,0.24,2.9
20100407,10433322,32.615,244.2127,9.58,2.6
20100407,10470476,32.711,244.0838,0.06,2.6
20100407,10494721,32.6708,244.1367,0.86,2.2
20100407,10585711,32.6118,244.2652,4.33,2.7
20100407,11004012,32.6135,244.2113,5.94,3.4
20100407,11004017,32.6037,244.2153,10.0,3.4
20100407,11014130,32.6443,244.2033,0.03,2.5
20100407,11233365,32.6193,244.2573,2.0,2.5
20100407,11351560,32.6113,244.2317,2.9,2.2
20100407,11353736,32.5632,244.2867,9.95,2.3
20100407,11370037,32.614,244.196,1.75,2.2
20100407,11490725,32.7073,244.0855,0.17,3.1
20100407,12065309,32.6028,244.2068,1.26,2.4
20100407,12093206,32.622,244.2078,5.13,2.8
20100407,12121255,32.5995,244.215,2.59,2.3
20100407,12240019,32.6407,244.2152,6.2,2.4
20100407,12250210,32.7022,244.116,4.48,2.3
20100407,12304579,32.6852,243.9477,1.72,2.2
20100407,12330757,32.6515,244.0768,8.17,2.4
20100407,12343760,32.5787,244.2338,4.4,3.3
20100407,12413987,32.5968,244.2222,2.51,2.5
20100407,12473086,32.6315,244.2115,6.0,3.3
20100407,12495536,32.6502,244.1793,1.52,3.3
20100407,12542348,32.6482,244.2107,2.69,2.5
20100407,13013625,32.5673,244.2123,0.03,2.7
20100407,13055701,32.5478,244.2928,6.73,2.4
20100407,13204876,32.6148,244.3645,11.88,2.4
20100407,13230203,32.69,244.0948,3.68,2.6
20100407,13240412,32.6297,244.2557,4.49,2.4
20100407,13293564,32.5983,244.2155,0.03,2.4
20100407,13364068,32.6145,244.2095,2.86,2.3
20100407,13441221,32.6713,244.0947,4.91,2.5
20100407,13512865,32.6498,244.1832,3.94,3.0
20100407,13591680,32.6308,244.219,5.61,2.3
20100407,14262131,32.6582,244.1557,5.12,2.4
20100407,14330926,32.6992,244.168,2.74,2.8
20100407,14333483,32.5908,244.1838,10.0,2.7
20100407,14540783,32.5738,244.2777,10.17,2.3
20100407,15044292,32.6882,244.1405,1.62,3.5
20100407,15074722,32.5992,244.2178,2.91,2.5
20100407,15175679,32.6127,244.2628,5.36,2.3
20100407,15271217,32.6753,244.2153,3.52,2.6
20100407,15504387,32.722,244.1528,5.87,2.5
20100407,15560628,32.6432,244.2342,11.57,2.3
20100407,16383695,32.5682,244.2485,0.8,3.7
20100407,16545322,32.5983,244.217,2.57,2.5
20100407,16555490,32.5748,244.2855,11.77,2.6
20100407,17151400,33.0915,244.0497,3.69,2.6
20100407,17410156,32.6885,244.0938,2.35,3.0
20100407,17593196,32.8575,244.0088,10.35,2.2
20100407,18064516,32.5825,244.2233,2.85,2.3
20100407,18330814,32.6218,244.2497,1.41,2.8
20100407,18355292,32.6127,244.2048,1.34,2.5
20100407,18383436,32.5942,244.2107,5.15,2.3
20100407,18453982,32.593,244.2272,1.55,3.3
20100407,18483704,33.1608,243.4458,13.41,2.4
20100407,18592192,32.7022,244.0875,0.03,2.2
20100407,19441084,32.6703,244.194,3.13,3.1
20100407,19513748,32.634,244.2402,3.62,2.2
20100407,19542542,32.7265,244.1433,3.77,2.3
20100407,20111028,32.6482,244.2195,3.04,3.9
20100407,20484688,32.6153,244.2358,1.2,3.2
20100407,20574320,32.5502,244.2735,1.14,2.5
20100407,21004398,32.6325,244.1952,4.55,3.9
20100407,21454132,32.6555,244.2305,2.52,2.2
